x,y,z
46.74521710072712,-18.696468872209266,a
17.222087095894064,53.650056089049485,a
47.13976776235629,69.2628803704531,a
11.389486946964592,50.65397040637828,a
9.131814028382173,48.79954948040307,a
18.227704296777766,15.073004351096472,a
43.539117181154865,-5.582823505841702,a
18.748477448726348,52.93513602911747,a
4.631311771079506,31.152323072588047,a
33.862168116879786,16.380731452715793,a
-42.515383494789134,17.755206528393956,a
22.52485998944298,39.30846851301851,a
16.161077357013543,51.46858736841,a
33.212357730646865,18.23714840808725,a
58.95126092078543,98.25445112964144,a
82.50214312446798,73.94378443206494,a
30.955965904791288,57.40683265725272,a
48.48758338385015,55.52352368883675,a
41.958787414873655,34.31762575489438,a
33.357792316160754,55.447696379757474,a
10.414528508794923,29.592577291642613,a
42.11726274452585,111.74621296613878,a
68.55000747995086,60.65517213922442,a
87.1326874979969,31.421961580406446,a
74.36738170370603,51.224476098331365,a
92.3172353660311,113.0146081490679,a
85.48412043929949,80.67959959393158,a
70.19052427821852,129.30954731855286,a
33.01101606524238,131.73689433878513,a
68.5849646835771,119.30443817912953,a
72.04775073661737,131.40892737319098,a
122.36617737511257,197.35075670629294,a
85.2668629302669,114.08842691093326,a
87.6482618435204,165.1968253226804,a
114.23738429939678,180.55164545975992,a
87.0570519581942,177.4676961662326,a
67.06990283789538,189.0320351007055,a
73.06496389531539,176.45427633866774,a
53.670608550939235,192.44358555397775,a
138.46965426180782,247.3776942980461,a
90.99228246891812,254.2068298313447,a
37.78923194708371,206.65877946975007,a
135.40723613705947,185.52011552277122,a
104.4313175571142,223.65258327423874,a
98.96391992175586,231.9035885236463,a
61.79433557749237,234.19613441318813,a
125.47949680638294,247.4852755654859,a
87.11505304541592,257.75629589260114,a
144.12843640220754,205.13870544199136,a
112.06518178889276,218.48094883302304,a
121.16632396927272,258.7643359581222,a
103.91498765342564,258.48947359495673,a
80.61601186205836,293.12279800508065,a
101.10184376189736,237.12344928601658,a
118.57537712020999,270.4392569600999,a
134.07666292512602,255.07428965396892,a
99.69086306389445,275.99183528084404,a
113.60139012634468,292.1343439180048,a
103.34295594760273,278.9884773129771,a
85.77163924009287,289.7895332988899,a
114.11319681979433,263.7587671465187,a
107.16486272089759,235.75697046221023,a
150.02600494632313,266.7634016243002,a
114.11574424601653,283.93663467743403,a
111.82047098683182,275.7316938495605,a
95.1702734898199,248.45784778065638,a
102.64860671076757,269.9721635862403,a
141.8253258368095,310.5573493392562,a
122.40506276668796,298.23263263566923,a
175.36335672310386,316.9628573122626,a
74.8659517582285,226.29283185916972,a
173.58682705536864,280.4860744019852,a
124.43729277731335,283.47795199847883,a
143.03938359476413,246.39755374930036,a
164.92223079033073,306.78412040331466,a
145.73782050752067,319.7132778465387,a
195.14869003876956,281.0864585372959,a
153.71331946076828,264.15193218457927,a
190.69165109020543,285.7268760794818,a
129.07602831299369,322.45527178869247,a
205.99443623331823,281.0160325012665,a
186.76276666127922,300.4543617848597,a
206.75069580466194,342.9406782976435,a
245.7350605962647,333.96596195450365,a
293.7213603410357,329.3630814225485,a
233.79775763607807,295.8199569393326,a
297.0077675995564,288.29672178200434,a
236.46764161799567,303.39811785223696,a
297.01032663326305,365.61271431241596,a
302.93605102353945,310.55905293993794,a
284.18986870030943,367.557372664534,a
301.78928320192836,313.37772437459336,a
345.73925778177244,353.25381727370586,a
334.2024660526669,352.00241561285657,a
277.51476391335075,338.2296854507847,a
304.1052125609105,331.4055542760328,a
292.3289160968765,349.2342884040297,a
317.15909256109217,356.2575195891844,a
333.76113347932545,339.6600428541644,a
337.86175919366303,366.3652330143369,a
376.79380903035445,323.155996027784,a
314.31328944015104,357.54168770874514,a
373.1923155454302,366.30168950574006,a
313.8537539681304,348.6823252421005,a
400.5466258771073,412.6592799596108,a
333.0389527370679,364.0350205868986,a
363.65188659704893,334.37415804314514,a
385.4317009629862,343.2683666755322,a
374.12872932906436,364.6909454344377,a
383.0948207251873,364.9087581978882,a
402.43128342926025,336.562165555861,a
382.5112338839887,364.02374280477534,a
451.4168082682519,384.17183870752666,a
437.88207570823243,323.4808431512728,a
425.635496732859,360.71318263412434,a
418.9895371112437,366.78573408941486,a
458.6599294043466,356.1371698393132,a
444.49982825656724,371.7270791954618,a
459.11347546045187,365.19623465241114,a
483.37554987164975,340.29671534693864,a
479.6803955641779,356.6421543590766,a
511.20205608451835,331.9717685583844,a
465.7623075837182,402.26203631615545,a
462.4955088114355,341.10392688537974,a
502.23563084222263,305.350255469353,a
546.6421753482034,323.4365122674434,a
535.6222930533893,355.69206001680175,a
