x,y,z
55.496634626830804,243.8813638181927,a
36.73778923068386,279.72996426241843,a
50.67370354496192,244.10040932342363,a
30.615641991469076,242.51726892839662,a
47.87700962810244,250.42681802560548,a
100.51492612242103,251.09119570858545,a
60.66012802158794,230.96128248828165,a
58.901942877847695,303.5586753759319,a
53.79303163012263,237.92262150171547,a
150.8071064815513,240.7249861444501,a
151.17087583519344,256.25112216265103,a
120.41180243927852,236.2328069489089,a
138.26379331098687,211.31792460162183,a
94.11586448917922,264.3515228999171,a
55.49538326889782,226.69501993746485,a
47.486557110520145,236.17024966375448,a
112.11832199467534,243.66537770824732,a
61.72014619093735,249.70763376578896,a
120.02050492723448,212.0497616138892,a
105.53116236932532,227.5473855930024,a
107.4043498162082,231.7989458886977,a
90.94073321117384,228.61681368996642,a
146.3318615671777,225.92975432464596,a
172.35572722936055,226.25962178841962,a
163.84464863279615,247.037368130691,a
172.77483608891237,200.79347119422158,a
197.52679432429656,223.5323742781659,a
190.87480061579205,225.32247989601422,a
160.79627646630124,147.0209045760402,a
166.83368793342913,197.061527221402,a
144.7128847901837,154.07344369649496,a
107.10039699529983,188.24805222203315,a
71.13939393891084,212.32480271237085,a
77.6667205670102,139.8897569582453,a
60.80072532513994,177.0381907187188,a
184.7490697332882,183.04718357904147,a
196.03444232701446,185.81885223800037,a
147.9053509545182,180.19517152732374,a
198.46505116738268,176.25563216713107,a
171.6599713385971,184.11969444763002,a
161.7113818028458,244.3375912561571,a
159.6606220260486,182.6674682546265,a
87.44949907538567,152.0575821137911,a
96.90032374307195,107.54008072765646,a
-2.6605323546368993,141.10069533844376,a
4.639801247727014,147.08203892346586,a
46.8702924844796,149.85717229165834,a
97.60828925901589,195.16554893899377,a
80.44939168138234,146.0903038492536,a
81.41448731848024,211.09747845696427,a
82.27405838297912,129.81598552556028,a
90.89584059183107,206.82879926038635,a
130.42743011158205,120.38670186027406,a
110.16868390252725,178.9214766204595,a
83.45796382704148,122.32510691887103,a
66.6332833333688,106.79532374546545,a
24.00018114705842,139.14925187256,a
-21.920951668061086,82.8067293696813,a
12.841208772452767,97.50854290568708,a
18.372032434299612,94.21902017587769,a
49.52803220288985,86.15814863347964,a
46.71349441741437,108.36431013699814,a
120.43724961712283,151.9743706104456,a
54.492548656108305,91.33605815805737,a
97.59895936280228,79.58536283427287,a
113.30407328944568,125.09988381448647,a
103.04617468061628,92.66971512823147,a
150.34786349933324,133.44139735162537,a
152.567509873116,71.71451941581279,a
145.29082075782182,116.82801766738334,a
150.8261953977562,146.8270848652885,a
140.1184680568068,145.19554259450746,a
187.12194861121102,109.04345828759654,a
