x,y,z
519.0317095556619,113.65913864273074,a
463.44156823282964,100.14896449435383,a
463.60240386247955,119.52688221828225,a
443.34215005126356,95.53371789336188,a
481.2926135441005,77.81566625368669,a
482.4054529382014,102.82315072990639,a
468.318888051225,126.2053948945881,a
431.33790335236495,112.73873021769595,a
427.6860163349106,91.93058120065001,a
420.9869321823466,58.60432520738971,a
362.52590556986075,98.23284119432685,a
330.3016089592078,109.51555714665352,a
338.2225087036213,104.47868984916425,a
346.26504008781916,81.919565749007,a
305.5677517560067,106.43202727435403,a
304.3827355244153,108.08550666453061,a
291.2699473470092,137.28674922693307,a
253.32692436449267,104.61548416902707,a
256.95385291280434,72.59637631964347,a
286.45514301913704,142.0084976930749,a
267.5669121205622,68.53553397626615,a
225.62846974001255,125.9655660393118,a
249.86651713969036,100.85476607290923,a
222.70483979614676,138.4908678393104,a
206.42413954039657,134.03245253008288,a
181.25663786620964,198.4867620477727,a
179.0791309445529,173.8191431507434,a
187.450268208538,175.01592490730462,a
148.3161124725485,173.8317061884153,a
133.07079692214225,186.8039646669531,a
151.0681291336374,207.17222173002534,a
145.98925679776727,194.03726887333374,a
175.47154489243633,157.41363020977258,a
175.72319673527102,176.7032535008127,a
163.13470383819003,191.6611379229867,a
175.62947584872026,238.89510866191125,a
153.74891313027132,235.4849551652011,a
137.62918820675918,269.0239399584128,a
67.44123336455728,281.09434869562244,a
135.70350764094815,265.3214591800905,a
119.00982198656192,221.80195662478798,a
99.74574875903102,304.91118691197244,a
100.75472453033396,328.0594645504664,a
134.6184821009006,378.47205710015714,a
148.59795572403547,333.6020826107282,a
106.37332194755692,401.0030021562138,a
154.54638539771724,366.4594036331804,a
151.40168054655638,379.41861646412,a
100.3453408321055,364.476224710082,a
170.86592646643834,421.6517899007199,a
162.0077474938613,401.8682218186118,a
112.4382702931682,396.6418662176321,a
187.41357000886222,438.19100279888397,a
135.33549966443786,413.96527532110974,a
179.5027378819407,450.26206209231736,a
176.17247733430835,416.966098747878,a
212.82299314453005,458.02455862659957,a
252.21130152210037,431.11664101195026,a
215.0019931310821,427.46644212173663,a
199.04973736117057,445.4463574785089,a
201.75649622462285,464.6303885359001,a
272.6995485836185,460.05782895964535,a
302.409802912913,475.2448261264725,a
234.0730432223465,422.7584748443378,a
292.6321192056068,469.96387113368525,a
240.49624205384202,456.8809885222006,a
244.30007098719295,425.6785385613282,a
302.4238773379534,428.7062804714882,a
305.8639600977139,444.47387686588087,a
310.77270186884783,435.2596591438427,a
345.42127640005947,487.00598937114995,a
350.36752511524907,473.20882019735325,a
417.8476645772714,488.30480242759745,a
376.2848933195635,452.98968260016113,a
445.6690801757318,528.2365855101986,a
474.011262963866,443.96352273609267,a
371.98188912309774,509.5765848764688,a
418.15981790454816,459.13203919305613,a
458.1474251840092,478.1218776396155,a
390.64922798262353,463.5049254492278,a
478.9342221361688,506.79899576363084,a
462.2243379243854,468.4540649234796,a
505.03650887043256,375.81294636441794,a
559.7835149975675,465.0877210499175,a
561.6151747920169,457.150488462124,a
551.4067949161749,411.7803410523808,a
600.94873806446,412.034046257225,a
607.3207635897195,442.0112557500237,a
606.1480876839022,422.17400829801807,a
600.3411075171375,424.5790295570181,a
552.0354301652262,445.5667342750271,a
611.5142144188216,383.5542467110463,a
643.0684606801918,350.26803900666573,a
550.5529230560799,392.44133769743485,a
616.5587677348708,381.4325531928503,a
613.8570351295764,315.1119018261458,a
610.6013522588286,325.3633113167824,a
640.2232986694748,354.44732316774355,a
618.4307587211483,282.2524250306641,a
601.9304091000606,265.9392078506296,a
600.243161548786,285.78663556410606,a
616.4153833267204,272.96518638599946,a
563.0410977013794,281.68440073217107,a
537.6343893517575,246.32922939817286,a
550.379219358649,265.2765184549521,a
564.2407556428159,234.91287912475434,a
608.97746188299,228.61505707197813,a
553.3108313739631,221.90613128772662,a
615.7178175945797,183.43531336485773,a
578.2332689834323,212.62871822935074,a
542.3405337122853,163.13067031699688,a
580.4654055729005,157.77762885142647,a
545.3004326931816,151.927976382336,a
571.9250677848361,189.42220856671878,a
532.8617909137664,149.13254049039494,a
560.7656647699929,73.09234462508539,a
581.3175748434004,96.5477641818544,a
558.0084580212126,115.24077484084222,a
560.0632350346507,97.10613846813573,a
561.373469339612,90.54724338156598,a
542.3354715847722,109.56674824066403,a
548.166265305273,83.61491857000783,a
552.7048305662963,57.0800706958571,a
553.7057700759506,88.54455653572597,a
555.5044026551993,53.6638658550408,a
537.8601925157171,107.0030811372402,a
564.9780082799364,121.37271103705484,a
519.7386971739245,61.486476975117796,a
521.2534872252089,101.27650393163697,a
536.5030724279085,112.4137454716917,a
505.40066516277074,75.66519832285104,a
541.529125356289,96.75961788472182,a
452.73095110988817,176.3053730129081,a
546.4194062283805,114.85703633776234,a
468.2780606327923,89.92843599121966,a
482.8605916476304,74.60562207586867,a
483.63244449085414,91.75787665078627,a
442.6612315110315,80.26709170244862,a
425.75901430607547,104.19471723780384,a
451.30434442292824,76.59267104173409,a
457.7123426153026,74.71396308330168,a
481.1719227326988,79.82505901162,a
438.4383343862955,73.94811307694266,a
372.7856014531967,39.27168446992425,a
387.6800824411113,78.64898425340846,a
303.7908834285349,92.53532393140279,a
361.1718026767475,57.73353647630313,a
344.3301457115121,82.21056838929843,a
287.997871503701,33.598782364398915,a
273.70745311066173,76.49419994315588,a
307.56608773308545,52.99763327437404,a
252.33731468031266,47.492934762921266,a
253.67655929780645,80.78377398586264,a
289.1030129485464,62.1309096257051,a
310.869640697744,68.62434047636361,a
284.30226662368455,37.91481495158388,a
248.75058394086324,77.38721825919026,a
255.62317940681245,85.50610249370669,a
278.51388449675386,59.96610593325977,a
244.27995166094382,46.53355098303655,a
253.03658837283473,37.0898288023393,a
242.1446500964038,58.89810186136765,a
252.15776349008885,68.31453839497806,a
224.25950272230557,86.97168341255156,a
223.89170429025745,97.55089673143345,a
243.05187222053877,48.69159857343419,a
232.19685191351292,61.336051086460316,a
174.81047263583304,88.52742284262865,a
202.45185133553343,126.4437458628222,a
179.21088654243,58.69743845885125,a
162.15994445767382,122.59289562889552,a
206.2175545261523,114.72309000680622,a
111.23741695618934,121.60837494288597,a
135.3329827951203,113.60780677401931,a
152.52997981052238,165.64451936069605,a
141.1244708156597,175.0087218381164,a
156.9353576967233,152.82878380851218,a
109.27058866539973,179.12879317844653,a
150.50172692949522,184.14946430256424,a
139.31229655062123,187.77665054607684,a
162.29436349353864,192.93289697145838,a
109.31473233375017,165.1212600110838,a
119.95506568906637,227.37337328161067,a
108.58304318529736,228.16220686078293,a
111.72609374192729,178.78651656148764,a
112.23991545707734,261.3083135190284,a
84.37451719628733,293.42164871192824,a
57.73476823236713,289.1652952020914,a
103.29289214124914,262.3120989245675,a
62.82048280584239,273.35579746369535,a
4.770401329585667,290.85748367877136,a
5.985085558546629,352.8692727213568,a
70.64142202318851,357.6178869899519,a
51.08917309977451,349.8440640637706,a
-22.16602528002843,328.61307173337843,a
26.127304154704923,352.2376565926594,a
48.50865879471834,379.19890795867923,a
65.42163728286147,351.103711909503,a
56.54173909435812,333.3686255894128,a
28.71813177558112,370.1681483001641,a
65.3736298680135,391.369188483652,a
54.60689686068797,371.58037024782857,a
40.460958370662,336.1189568829398,a
63.17224816832388,388.298148388141,a
95.0350990842305,416.38685984853356,a
119.22461174511636,390.5820640689437,a
106.97195715143005,363.5021342516837,a
111.02668889475983,443.44179276194683,a
134.43541478873294,392.33499179439104,a
136.30592732716016,436.98526294210455,a
117.00939467076203,413.98019226471934,a
133.62997886486278,395.2387368124489,a
93.11543876863976,433.0947200632992,a
89.95164243144663,444.5640040365804,a
113.23693549929685,428.4839075582422,a
169.0788173889426,456.0702774459184,a
165.6265384230205,445.8326260967419,a
179.06281844854072,461.1544853662498,a
190.49450355118793,462.1347380743943,a
237.25052605498956,446.83668294392197,a
199.39020176616992,424.31181798245535,a
143.85016479864873,483.186133053821,a
